,instant,Date of the ride,season,holiday,weekday,Weather situation,temp,atemp,Relative humidity,windspeed,Non-registered user rentals,Registered user rentals,Total Rentals
39,650,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.2273,80 %,0.0,4,34,38
40,651,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.2424,80 %,0.0,7,57,64
41,652,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2727,75 %,0.0,9,50,59
42,653,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.3182,52 %,0.1045,10,87,97
43,654,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.2879,61 %,0.1045,13,71,84
44,655,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.303,61 %,0.0896,18,104,122
45,656,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.3333,56 %,0.0,14,95,109
46,657,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.3333,56 %,0.0,19,104,123
47,658,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2879,56 %,0.194,6,71,77
48,659,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,65 %,0.1642,8,57,65
49,660,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,65 %,0.194,9,46,55
50,661,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 26 degree celsius,0.2727,65 %,0.1045,3,30,33
51,662,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,70 %,0.1642,3,25,28
52,663,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2273,70 %,0.194,2,19,21
53,664,30-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2121,65 %,0.2836,5,16,21
54,665,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2273,65 %,0.2239,1,6,7
55,666,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2121,64 %,0.2537,2,5,7
56,667,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,64 %,0.194,0,1,1
57,668,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,64 %,0.194,0,2,2
58,669,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.197,59 %,0.2239,0,2,2
59,670,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.1667,64 %,0.2836,0,8,8
60,671,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,69 %,0.3284,0,37,37
61,672,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1364,64 %,0.2836,1,71,72
63,674,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1364,59 %,0.2985,0,112,112
64,675,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1515,59 %,0.194,1,68,69
65,676,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1515,59 %,0.194,2,46,48
66,677,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.2121,55 %,0.1045,6,62,68
67,678,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.2273,59 %,0.0,2,52,54
68,679,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.197,55 %,0.1343,1,85,86
69,680,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1818,59 %,0.1343,3,41,44
70,681,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1818,56 %,0.194,3,83,86
71,682,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1515,59 %,0.194,6,155,161
72,683,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1515,55 %,0.2239,3,153,156
73,684,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.3182,61 %,0.1045,3,108,111
74,685,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 16 degree celsius,0.1667,59 %,0.1642,0,78,78
75,686,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 16 degree celsius,0.197,59 %,0.0896,3,53,56
76,687,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1818,59 %,0.1045,0,34,34
77,688,31-01-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.197,64 %,0.0896,2,15,17
78,689,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1818,64 %,0.1045,2,6,8
79,690,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1818,69 %,0.1045,0,3,3
80,691,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.2273,69 %,0.0,0,2,2
81,692,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.2273,69 %,0.0,0,2,2
82,693,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 14 degree celsius,0.2121,93 %,0.0,0,3,3
83,694,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 14 degree celsius,0.2121,93 %,0.0,0,22,22
84,695,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 16 degree celsius,0.2273,93 %,0.0,0,52,52
86,697,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.2273,93 %,0.0,2,114,116
87,698,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.2273,93 %,0.0,0,47,47
88,699,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.2424,86 %,0.0,2,49,51
89,700,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2576,86 %,0.0,2,53,55
90,701,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2576,86 %,0.0,3,49,52
91,702,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2576,80 %,0.0896,5,49,54
92,703,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2879,75 %,0.0,7,45,52
93,704,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,75 %,0.1343,3,61,64
94,705,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2879,75 %,0.0,4,172,176
95,706,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2576,81 %,0.1045,3,165,168
96,707,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,81 %,0.1343,3,105,108
97,708,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2273,87 %,0.1343,5,69,74
98,709,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2273,87 %,0.1343,0,64,64
100,711,01-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.197,93 %,0.194,1,15,16
101,712,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2424,93 %,0.1045,0,2,2
102,713,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,93 %,0.194,0,3,3
103,714,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,93 %,0.1343,4,0,4
104,715,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,93 %,0.1343,0,1,1
105,716,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2121,93 %,0.2836,0,1,1
106,717,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2424,93 %,0.1045,0,3,3
107,718,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2424,93 %,0.1045,1,17,18
109,720,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2121,93 %,0.2239,1,154,155
110,721,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2576,93 %,0.0896,4,119,123
111,722,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 22 degree celsius,0.2727,100 %,0.0,2,59,61
112,723,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2273,93 %,0.194,5,47,52
113,724,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2273,93 %,0.2239,3,61,64
114,725,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3333,93 %,0.1642,1,74,75
115,726,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 38 degree celsius,0.3939,82 %,0.3881,2,61,63
116,727,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 38 degree celsius,0.3939,76 %,0.3284,10,66,76
117,728,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 36 degree celsius,0.3333,71 %,0.2985,8,95,103
119,730,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.2879,42 %,0.5522,7,175,182
120,731,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.2424,45 %,0.4925,3,88,91
121,732,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.197,48 %,0.5522,4,71,75
123,734,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2121,44 %,0.2537,5,35,40
124,735,02-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1667,44 %,0.4478,3,29,32
125,736,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1667,40 %,0.4478,1,11,12
126,737,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1515,44 %,0.5224,0,5,5
127,738,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.1667,43 %,0.2537,0,2,2
128,739,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.1667,43 %,0.2537,0,1,1
129,740,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,50 %,0.2985,0,2,2
130,741,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,43 %,0.3582,0,39,39
131,742,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1212,50 %,0.3284,1,86,87
133,744,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,47 %,0.2985,6,127,133
134,745,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.1515,43 %,0.3284,2,50,52
135,746,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.1364,43 %,0.4478,9,55,64
136,747,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1818,40 %,0.3582,2,67,69
137,748,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1667,40 %,0.4179,4,47,51
138,749,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.197,37 %,0.3881,4,43,47
139,750,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.197,37 %,0.3284,4,56,60
140,751,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2121,37 %,0.2537,5,73,78
141,752,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.197,40 %,0.194,5,170,175
142,753,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2121,40 %,0.1642,2,145,147
143,754,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2576,40 %,0.0,4,92,96
144,755,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2273,47 %,0.0896,1,108,109
146,757,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2121,51 %,0.0896,2,39,41
147,758,03-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2273,47 %,0.1045,4,34,38
148,759,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2576,44 %,0.0,3,10,13
149,760,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.2273,59 %,0.0,0,7,7
150,761,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1667,63 %,0.1045,0,1,1
151,762,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1667,63 %,0.1045,0,1,1
152,763,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1515,63 %,0.1343,0,7,7
153,764,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.2273,55 %,0.0,2,26,28
156,767,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 16 degree celsius,0.1818,80 %,0.1343,3,124,127
157,768,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2121,51 %,0.1343,5,46,51
158,769,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,51 %,0.1642,3,61,64
159,770,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,48 %,0.1642,8,78,86
160,771,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 26 degree celsius,0.2576,50 %,0.2239,9,73,82
161,772,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 28 degree celsius,0.2727,45 %,0.1642,15,76,91
162,773,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 28 degree celsius,0.2727,48 %,0.2537,9,81,90
163,774,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 30 degree celsius,0.2879,42 %,0.2239,8,91,99
165,776,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2576,60 %,0.1045,3,152,155
166,777,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,65 %,0.1343,1,102,103
167,778,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,65 %,0.1642,2,69,71
168,779,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,70 %,0.1642,2,41,43
169,780,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,65 %,0.1642,1,45,46
170,781,04-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,70 %,0.1343,1,30,31
171,782,05-02-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,70 %,0.1642,3,36,39
172,783,05-02-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,65 %,0.1642,1,17,18
173,784,05-02-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,75 %,0.1642,5,12,17
174,785,05-02-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2424,75 %,0.1642,1,10,11
175,786,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,93 %,0.1343,0,8,8
176,787,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.2273,100 %,0.0896,0,9,9
177,788,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.2576,100 %,0.0,0,4,4
178,789,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2576,93 %,0.0896,0,4,4
179,790,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.2273,100 %,0.0896,0,10,10
180,791,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.2273,100 %,0.0896,3,17,20
181,792,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 20 degree celsius,0.2121,100 %,0.1343,3,31,34
182,793,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,100 %,0.1343,1,46,47
183,794,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,100 %,0.1642,10,42,52
184,795,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,100 %,0.1642,10,62,72
185,796,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2727,100 %,0.0,5,50,55
186,797,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2727,100 %,0.0,11,49,60
187,798,05-02-2011,Spring,Not a Holiday,Working day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 22 degree celsius,0.2273,100 %,0.1343,8,63,71
188,799,05-02-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.2121,100 %,0.2836,14,64,78
189,800,05-02-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 28 degree celsius,0.2424,93 %,0.4478,2,81,83
190,801,05-02-2011,Spring,Not a Holiday,Working day,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 28 degree celsius,0.2424,93 %,0.4478,6,78,84
191,802,05-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2879,87 %,0.2537,5,64,69
192,803,05-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,100 %,0.194,3,53,56
193,804,05-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2727,93 %,0.1343,2,43,45
194,805,05-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,93 %,0.2239,7,52,59
195,806,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,70 %,0.194,2,37,39
